TimeGenerated,EventID,Computer,Provider,Channel,RecordID,Level,AdditionalErrorMessage,AppType,AppVersion,Binary,CACertIdentifier,CACommonName,CAKeyIdentifier,Class,DCName,DCSpecifier,Data_text,Data_text_0,Data_text_1,Data_text_10,Data_text_11,Data_text_12,Data_text_13,Data_text_14,Data_text_15,Data_text_16,Data_text_17,Data_text_18,Data_text_19,Data_text_2,Data_text_20,Data_text_21,Data_text_22,Data_text_3,Data_text_4,Data_text_5,Data_text_6,Data_text_7,Data_text_8,Data_text_9,DisplayName,ErrorCode,ErrorMessageText,ErrorString,EventProvider,Files_File,FullPath,LDAPPath,Library,MethodName,Name,Namespace,Pid,PolicyModuleDescription,Query,Reason,RmSessionId,Status,TSSessionId,URL,UTCStartTime,User,Win32Error,attributes_Name,attributes_xmlns,binaryData,binaryDataSize,nFiles,param1,param10,param11,param12,param2,param3,param4,param5,param6,param7,param8,param9
2025-07-29T04:06:03.201573Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1123,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:03.232834Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1124,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:03.264097Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1125,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:03.326570Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1126,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:03.389078Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1127,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:03.441905Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1128,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:03.482830Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1129,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:03.514080Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1130,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:03.576571Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1131,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:03.607827Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1132,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:03.639068Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1133,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:03.701574Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1134,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:03.764080Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1135,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:03.795324Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1136,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:03.826573Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1137,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:03.889075Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1138,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:03.951585Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1139,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:03.982834Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1140,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:04.019572Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1141,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:04.082613Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1142,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:04.117591Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1143,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:04.168585Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1144,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:04.211143Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1145,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:04.267890Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1146,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:04.332902Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1147,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:04.361888Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1148,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:04.390961Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1149,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:04.456892Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1150,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:04.487888Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1151,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:04.557889Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1152,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:04.586891Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1153,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:04.656893Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1154,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:04.698891Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1155,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:04.752905Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1156,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:04.783902Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1157,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:04.819891Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1158,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:04.906134Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1159,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:04.945138Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1160,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:04.976138Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1161,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:05.009140Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1162,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:05.066268Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1163,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:05.120137Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1164,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:05.153139Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1165,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:05.198129Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1166,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:05.262140Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1167,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:05.311422Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1168,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:05.358399Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1169,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:05.405408Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1170,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:05.454449Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1171,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:05.496637Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1172,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:05.541417Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1173,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:05.573428Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1174,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:05.623416Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1175,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:05.679517Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1176,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:05.709485Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1177,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:05.763407Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1178,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:05.805405Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1179,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:05.873403Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1180,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:05.917451Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1181,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:05.953418Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1182,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:06.003424Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1183,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:06.051419Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1184,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:06.111405Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1185,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:06.154426Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1186,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:06.213411Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1187,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:06.274420Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1188,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:06.322416Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1189,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:06.371418Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1190,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:06.437414Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1191,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:06.504429Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1192,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:06.553414Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1193,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:06.599697Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1194,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:06.646472Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1195,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:06.707408Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1196,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:06.760415Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1197,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:06.834408Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1198,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:06.891416Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1199,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:06.951642Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1200,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29T04:06:07.034415Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1000}",DC01.pirate.htb,VGAuth,Application,1201,0,,,,,,,,,,,vmtoolsd: Username and password successfully validated for 'Administrator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
