TimeGenerated,EventID,Computer,Provider,Channel,RecordID,Level,AccountName,AddServiceStatus,AdditionalInfo,Address,AddressLength,BackupPath,Binary,BitlockerUserInputTime,BootAppStatus,BootMenuPolicy,BootMode,BootStatusPolicy,BootType,BucketConfidenceLevel,BucketId,BugcheckCode,BugcheckInfoFromEFI,BugcheckParameter1,BugcheckParameter2,BugcheckParameter3,BugcheckParameter4,BuildVersion,CacheFlushNeeded,CacheFlushSupported,Caption,ChannelPath,Checkpoint,CheckpointStatus,ClientProcessId,ClientProcessStartKey,ComputerName,Config,ConnectedStandbyInProgress,CorruptionActionState,CountNew,CountOld,CsEntryScenarioInstanceId,CurrentStratumNumber,DCName,Data_text,Data_text_0,Data_text_1,Data_text_2,Data_text_3,Data_text_4,Data_text_5,Data_text_6,Default SD String:,DeviceAttributes,DeviceInstanceID,DeviceName,DeviceNameLength,DeviceObject,DeviceTime,DeviceVersionMajor,DeviceVersionMinor,DirtyPages,DisabledLoadOption,DomainPeer,DriveName,DriverDescription,DriverFileName,DriverName,DriverNameLength,DriverProvider,DriverVersion,DwordVal,EnableDisableReason,Enabled,EnabledFeatures,EnabledNew,EntryCount,ErrorCode,ErrorDescription,ErrorMessage,ErrorString,ExhaustionEventInfo_Time,FailureName,FailureNameLength,FilePath,FinalStatus,Flags,GPOCNName,Group,GroupName,HardwareEnabled,HardwarePresent,HiveName,HiveNameLength,HostOSName,HostOSbuildversion,HostOSmajorversion,HostOSminorversion,HostOSservicepackName,HostOSservicepackmajorversion,HostOSservicepackminorversion,HostOSwasWindowsPE,IdleImplementation,IdleStateCount,ImageName,ImagePath,InstallStatus,Installwasanupgrade,InternalInfo,IsDriverOEM,IsTestConfig,KDCRealm,KeysUpdated,LastBootGood,LastBootId,LastShutdownGood,LoadOptions,MajorVersion,MaximumPerformancePercent,Message,MinimumPasswordLength,MinimumPasswordLengthAudit,MinimumPerformancePercent,MinimumThrottlePercent,MinorVersion,Name,NewSchemeGuid,NewSize,NewTime,NicFName,NicFNameLen,NicName,NicNameLen,NominalFrequency,NonPagedPoolInfo_Tag_1_Name,NonPagedPoolInfo_Tag_1_PoolUsed,NonPagedPoolInfo_Tag_2_Name,NonPagedPoolInfo_Tag_2_PoolUsed,NonPagedPoolInfo_Tag_3_Name,NonPagedPoolInfo_Tag_3_PoolUsed,NormalProcessId,NotAffectedAtom,NotAffectedRdclNo,Number,NumberOfGroupPolicyObjects,OSEditionID,OSName,OSbuildversion,OSmajorversion,OSminorversion,OSservicepackName,OSservicepackmajorversion,OSservicepackminorversion,OldSchemeGuid,OldTime,Operation,OriginalSize,OwnerService,PagedPoolInfo_Tag_1_Name,PagedPoolInfo_Tag_1_PoolUsed,PagedPoolInfo_Tag_2_Name,PagedPoolInfo_Tag_2_PoolUsed,PagedPoolInfo_Tag_3_Name,PagedPoolInfo_Tag_3_PoolUsed,ParentHypervisorFlushes,PerformanceImplementation,Policy,PortFName,PortFNameLen,PortName,PortNameLen,PowerButtonTimestamp,PrimaryService,Problems,ProcessID,ProcessInfo_Process_1_CommitCharge,ProcessInfo_Process_1_CreationTime,ProcessInfo_Process_1_HandleCount,ProcessInfo_Process_1_ID,ProcessInfo_Process_1_Name,ProcessInfo_Process_1_TypeInfo,ProcessInfo_Process_1_Version,ProcessInfo_Process_2_CommitCharge,ProcessInfo_Process_2_CreationTime,ProcessInfo_Process_2_HandleCount,ProcessInfo_Process_2_ID,ProcessInfo_Process_2_Name,ProcessInfo_Process_2_TypeInfo,ProcessInfo_Process_2_Version,ProcessInfo_Process_3_CommitCharge,ProcessInfo_Process_3_CreationTime,ProcessInfo_Process_3_HandleCount,ProcessInfo_Process_3_ID,ProcessInfo_Process_3_Name,ProcessInfo_Process_3_TypeInfo,ProcessInfo_Process_3_Version,ProcessInfo_Process_4_CommitCharge,ProcessInfo_Process_4_CreationTime,ProcessInfo_Process_4_HandleCount,ProcessInfo_Process_4_ID,ProcessInfo_Process_4_Name,ProcessInfo_Process_4_TypeInfo,ProcessInfo_Process_4_Version,ProcessInfo_Process_5_CommitCharge,ProcessInfo_Process_5_CreationTime,ProcessInfo_Process_5_HandleCount,ProcessInfo_Process_5_ID,ProcessInfo_Process_5_Name,ProcessInfo_Process_5_TypeInfo,ProcessInfo_Process_5_Version,ProcessInfo_Process_6_CommitCharge,ProcessInfo_Process_6_CreationTime,ProcessInfo_Process_6_HandleCount,ProcessInfo_Process_6_ID,ProcessInfo_Process_6_Name,ProcessInfo_Process_6_TypeInfo,ProcessInfo_Process_6_Version,ProcessName,ProcessPath,ProcessPid,ProcessingMode,ProcessingTimeInMilliseconds,PublisherGuid,QfeVersion,QueryName,Reason,RebootOption,RetryMinutes,SchedulerType,Server,ServiceName,ServiceType,ServiceVersion,SetupClass,ShutdownActionType,ShutdownEventCode,ShutdownReason,SleepInProgress,SmtEnabled,StartTime,StartType,State,Status,StopTime,SubjectDomainName,SubjectUserName,SupportInfo1,SupportInfo2,SwitchFName,SwitchFNameLen,SwitchName,SwitchNameLen,SystemInfo_NonPagedPoolUsage,SystemInfo_PagedPoolUsage,SystemInfo_PhysicalMemorySize,SystemInfo_PhysicalMemoryUsage,SystemInfo_ProcessCommitCharge,SystemInfo_Processes,SystemInfo_SystemCommitCharge,SystemInfo_SystemCommitLimit,SystemSleepTransitionsToOn,TSId,TimeOffsetSeconds,TimeSource,TimeSourceRefId,TrustletIdentity,UpdateReason,UpdateService,UpdateType,UpgradeDevice,Url,UserSid,VMId,VMIdLen,VMName,VMNameLen,Version,VsmPolicy,attributes_Name,attributes_xmlns,error,errorCode,param1,param10,param11,param2,param3,param4,param5,param6,param7,param8,param9,serviceGuid,spn1,spn2,updateGuid,updateRevisionNumber,updateTitle
2025-08-13T11:10:12.547559Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.garfield.htb,Service Control Manager,System,1347,4,,,,,,,42004900540053002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Background Intelligent Transfer Service,,,stopped,,,,,,,,,,,,,
2025-08-13T11:11:07.320540Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.garfield.htb,Service Control Manager,System,1348,4,,,,,,,540072007500730074006500640049006E007300740061006C006C00650072002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows Modules Installer,,,running,,,,,,,,,,,,,
2025-08-13T11:11:08.108931Z,1058,DC01.garfield.htb,Microsoft-Windows-GroupPolicy,System,1349,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\DC01.garfield.htb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,The operation completed successfully. ,,,,,,\\garfield.htb\sysvol\garfield.htb\Policies\{31B2F340-016D-11D2-945F-00C04FB984F9}\gpt.ini,,,"CN={31B2F340-016D-11D2-945F-00C04FB984F9},CN=Policies,CN=System,DC=garfield,DC=htb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,125,,,,,,,,,,,,,,,,,,,,,,,,,4,912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T11:11:08.213179Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7040}",DC01.garfield.htb,Service Control Manager,System,1350,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows Modules Installer,,,demand start,auto start,TrustedInstaller,,,,,,,,,,,
2025-08-13T11:11:08.288813Z,7001,DC01.garfield.htb,Microsoft-Windows-Winlogon,System,1351,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,S-1-5-21-2502726253-3859040611-225969357-500,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T11:11:08.494430Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.garfield.htb,Service Control Manager,System,1352,4,,,,,,,5600530053002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Volume Shadow Copy,,,running,,,,,,,,,,,,,
2025-08-13T11:11:08.525682Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.garfield.htb,Service Control Manager,System,1353,4,,,,,,,730077007000720076002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft Software Shadow Copy Provider,,,running,,,,,,,,,,,,,
2025-08-13T11:11:08.541300Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7040}",DC01.garfield.htb,Service Control Manager,System,1354,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows Modules Installer,,,auto start,demand start,TrustedInstaller,,,,,,,,,,,
2025-08-13T11:11:08.588189Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.garfield.htb,Service Control Manager,System,1355,4,,,,,,,43004400500055007300650072005300760063005F00360031003800380066002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Connected Devices Platform User Service_6188f,,,running,,,,,,,,,,,,,
2025-08-13T11:11:08.619425Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.garfield.htb,Service Control Manager,System,1356,4,,,,,,,570070006E00550073006500720053006500720076006900630065005F00360031003800380066002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows Push Notifications User Service_6188f,,,running,,,,,,,,,,,,,
2025-08-13T11:11:08.635072Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.garfield.htb,Service Control Manager,System,1357,4,,,,,,,4E00670063005300760063002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft Passport,,,running,,,,,,,,,,,,,
2025-08-13T11:11:08.635072Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.garfield.htb,Service Control Manager,System,1358,4,,,,,,,54006F006B0065006E00420072006F006B00650072002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Web Account Manager,,,running,,,,,,,,,,,,,
2025-08-13T11:11:08.698139Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.garfield.htb,Service Control Manager,System,1359,4,,,,,,,4E0067006300430074006E0072005300760063002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft Passport Container,,,running,,,,,,,,,,,,,
2025-08-13T11:11:08.728874Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.garfield.htb,Service Control Manager,System,1360,4,,,,,,,5400610062006C006500740049006E0070007500740053006500720076006900630065002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch Keyboard and Handwriting Panel Service,,,running,,,,,,,,,,,,,
2025-08-13T11:11:08.760834Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.garfield.htb,Service Control Manager,System,1361,4,,,,,,,530074006100740065005200650070006F007300690074006F00720079002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Repository Service,,,running,,,,,,,,,,,,,
2025-08-13T11:11:08.806928Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.garfield.htb,Service Control Manager,System,1362,4,,,,,,,41007000700058005300760063002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AppX Deployment Service (AppXSVC),,,running,,,,,,,,,,,,,
2025-08-13T11:11:08.900715Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7040}",DC01.garfield.htb,Service Control Manager,System,1363,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encrypting File System (EFS),,,auto start,demand start,EFS,,,,,,,,,,,
2025-08-13T11:11:09.028631Z,1058,DC01.garfield.htb,Microsoft-Windows-GroupPolicy,System,1364,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\DC01.garfield.htb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,The operation completed successfully. ,,,,,,\\garfield.htb\sysvol\garfield.htb\Policies\{31B2F340-016D-11D2-945F-00C04FB984F9}\gpt.ini,,,"CN={31B2F340-016D-11D2-945F-00C04FB984F9},CN=Policies,CN=System,DC=garfield,DC=htb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,125,,,,,,,,,,,,,,,,,,,,,,,,,4,912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T11:11:09.029014Z,1500,DC01.garfield.htb,Microsoft-Windows-GroupPolicy,System,1365,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\DC01.garfield.htb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,125,,,,,,,,,,,,,,,,,,,,,,,,,1,4232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T11:11:14.935156Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.garfield.htb,Service Control Manager,System,1366,4,,,,,,,4E0065007400530065007400750070005300760063002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Network Setup Service,,,running,,,,,,,,,,,,,
2025-08-13T11:12:47.898215Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.garfield.htb,Service Control Manager,System,1367,4,,,,,,,4E0065007400530065007400750070005300760063002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Network Setup Service,,,stopped,,,,,,,,,,,,,
2025-08-13T11:13:29.752795Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.garfield.htb,Service Control Manager,System,1368,4,,,,,,,540072007500730074006500640049006E007300740061006C006C00650072002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows Modules Installer,,,stopped,,,,,,,,,,,,,
2025-08-13T11:13:33.809006Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.garfield.htb,Service Control Manager,System,1369,4,,,,,,,4E00670063005300760063002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft Passport,,,stopped,,,,,,,,,,,,,
2025-08-13T11:14:08.568898Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.garfield.htb,Service Control Manager,System,1370,4,,,,,,,5600530053002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Volume Shadow Copy,,,stopped,,,,,,,,,,,,,
2025-08-13T11:15:24.791147Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.garfield.htb,Service Control Manager,System,1371,4,,,,,,,420074006800410076006300740070005300760063002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVCTP service,,,running,,,,,,,,,,,,,
2025-08-13T11:15:25.854188Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.garfield.htb,Service Control Manager,System,1372,4,,,,,,,630061006D007300760063002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capability Access Manager Service,,,running,,,,,,,,,,,,,
2025-08-13T11:15:26.012734Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.garfield.htb,Service Control Manager,System,1373,4,,,,,,,5700620069006F0053007200760063002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows Biometric Service,,,running,,,,,,,,,,,,,
