TimeGenerated,EventID,Computer,Provider,Channel,RecordID,Level,AccountName,AddServiceStatus,AdditionalInfo,Address,AddressLength,BackupPath,Binary,BitlockerUserInputTime,BootMenuPolicy,BootMode,BootStatusPolicy,BootType,BucketConfidenceLevel,BucketId,BuildVersion,CacheFlushNeeded,CacheFlushSupported,ChannelPath,ClientProcessId,ClientProcessStartKey,ComputerName,Config,CorruptionActionState,CountNew,CountOld,CurrentStratumNumber,DCName,Data_text,Data_text_0,Data_text_1,Data_text_2,Data_text_3,Data_text_4,Data_text_5,Data_text_6,Default SD String:,DeviceAttributes,DeviceInstanceID,DeviceName,DeviceNameLength,DeviceObject,DeviceTime,DeviceVersionMajor,DeviceVersionMinor,DirtyPages,DisabledLoadOption,DomainPeer,DriveName,DriverDescription,DriverFileName,DriverName,DriverNameLength,DriverProvider,DriverVersion,DwordVal,EnableDisableReason,Enabled,EnabledFeatures,EnabledNew,EntryCount,Error,ErrorCode,ErrorDescription,ErrorMessage,ErrorString,FailureName,FailureNameLength,FinalStatus,Flags,Group,GroupName,HResult,HardwareEnabled,HardwarePresent,HiveName,HiveNameLength,HostOSName,HostOSbuildversion,HostOSmajorversion,HostOSminorversion,HostOSservicepackName,HostOSservicepackmajorversion,HostOSservicepackminorversion,HostOSwasWindowsPE,IdleImplementation,IdleStateCount,ImageName,ImagePath,InstallStatus,Installwasanupgrade,InternalInfo,IsDriverOEM,IsTestConfig,KeysUpdated,LastBootGood,LastBootId,LastShutdownGood,LoadOptions,MajorVersion,MaximumPerformancePercent,MinimumPasswordLength,MinimumPasswordLengthAudit,MinimumPerformancePercent,MinimumThrottlePercent,MinorVersion,Name,NewSchemeGuid,NewSize,NewTime,NicFName,NicFNameLen,NicName,NicNameLen,NominalFrequency,NormalProcessId,NotAffectedAtom,NotAffectedRdclNo,Number,Number of RPC methods:,NumberOfGroupPolicyObjects,OSEditionID,OSName,OSbuildversion,OSmajorversion,OSminorversion,OSservicepackName,OSservicepackmajorversion,OSservicepackminorversion,OldSchemeGuid,OldTime,Operation,OriginalSize,OwnerService,ParentHypervisorFlushes,PerformanceImplementation,Policy,PortFName,PortFNameLen,PortName,PortNameLen,PrimaryService,Problems,ProcessID,ProcessName,ProcessPath,ProcessPid,ProcessingMode,ProcessingTimeInMilliseconds,Protocol,PublisherGuid,QfeVersion,QueryName,Reason,RebootOption,RetryMinutes,SchedulerType,ServiceName,ServiceType,ServiceVersion,SetupClass,ShutdownActionType,ShutdownEventCode,ShutdownReason,SmtEnabled,StartTime,StartType,State,Status,StopTime,SubjectDomainName,SubjectUserName,SupportInfo1,SupportInfo2,SwitchFName,SwitchFNameLen,SwitchName,SwitchNameLen,TSId,Target,Throttle Window:,TimeOffsetSeconds,TimeProvider,TimeSource,TimeSourceRefId,TrustletIdentity,UpdateReason,UpdateService,UpdateType,UpgradeDevice,Url,UserSid,VMId,VMIdLen,VMName,VMNameLen,Version,VsmPolicy,attributes_Name,attributes_xmlns,error,errorCode,param1,param10,param11,param2,param3,param4,param5,param6,param7,param8,param9,serviceGuid,spn1,spn2,updateGuid,updateRevisionNumber,updateTitle
2025-06-08T20:28:14.466436Z,233,DC01.pirate.htb,Microsoft-Windows-Hyper-V-VmSwitch,System,1928,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6D41DBBA-7239-49AA-838D-21B7E31BBA14--44CADE70-D707-4E9E-978A-ED2E85E23C94,74,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T20:28:14.467288Z,232,DC01.pirate.htb,Microsoft-Windows-Hyper-V-VmSwitch,System,1929,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Network Adapter,15,6D41DBBA-7239-49AA-838D-21B7E31BBA14--44CADE70-D707-4E9E-978A-ED2E85E23C94,74,,,,,,,,,,,,,,,,,,,,,,,,Dynamic Ethernet Switch Port,28,13DFA5BC-918D-4A72-BAC1-85BCAE11BFA2,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switch01,8,B69D6086-2229-404B-A5B3-2AFCA7E1C7E8,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T20:28:25.168650Z,102,DC01.pirate.htb,Microsoft-Windows-Hyper-V-VmSwitch,System,1930,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6D41DBBA-7239-49AA-838D-21B7E31BBA14,36,WEB01,5,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T20:28:45.048651Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.pirate.htb,Service Control Manager,System,1931,4,,,,,,,44006F005300760063002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delivery Optimization,,,stopped,,,,,,,,,,,,,
2025-06-08T20:28:45.314441Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.pirate.htb,Service Control Manager,System,1932,4,,,,,,,41007000700058005300760063002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AppX Deployment Service (AppXSVC),,,stopped,,,,,,,,,,,,,
2025-06-08T20:28:45.392725Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.pirate.htb,Service Control Manager,System,1933,4,,,,,,,43006C00690070005300560043002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client License Service (ClipSVC),,,stopped,,,,,,,,,,,,,
2025-06-08T20:28:49.361281Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.pirate.htb,Service Control Manager,System,1934,4,,,,,,,540072007500730074006500640049006E007300740061006C006C00650072002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows Modules Installer,,,running,,,,,,,,,,,,,
2025-06-08T20:30:02.184050Z,234,DC01.pirate.htb,Microsoft-Windows-Hyper-V-VmSwitch,System,1935,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6D41DBBA-7239-49AA-838D-21B7E31BBA14--44CADE70-D707-4E9E-978A-ED2E85E23C94,74,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T20:30:02.184784Z,233,DC01.pirate.htb,Microsoft-Windows-Hyper-V-VmSwitch,System,1936,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Network Adapter,15,6D41DBBA-7239-49AA-838D-21B7E31BBA14--44CADE70-D707-4E9E-978A-ED2E85E23C94,74,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T20:30:02.219010Z,233,DC01.pirate.htb,Microsoft-Windows-Hyper-V-VmSwitch,System,1937,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6D41DBBA-7239-49AA-838D-21B7E31BBA14--44CADE70-D707-4E9E-978A-ED2E85E23C94,74,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T20:30:02.219996Z,232,DC01.pirate.htb,Microsoft-Windows-Hyper-V-VmSwitch,System,1938,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Network Adapter,15,6D41DBBA-7239-49AA-838D-21B7E31BBA14--44CADE70-D707-4E9E-978A-ED2E85E23C94,74,,,,,,,,,,,,,,,,,,,,,,,,Dynamic Ethernet Switch Port,28,13DFA5BC-918D-4A72-BAC1-85BCAE11BFA2,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switch01,8,B69D6086-2229-404B-A5B3-2AFCA7E1C7E8,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T20:30:14.381852Z,102,DC01.pirate.htb,Microsoft-Windows-Hyper-V-VmSwitch,System,1939,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6D41DBBA-7239-49AA-838D-21B7E31BBA14,36,WEB01,5,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T20:30:50.610182Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.pirate.htb,Service Control Manager,System,1940,4,,,,,,,540072007500730074006500640049006E007300740061006C006C00650072002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows Modules Installer,,,stopped,,,,,,,,,,,,,
2025-06-08T20:33:51.620079Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.pirate.htb,Service Control Manager,System,1941,4,,,,,,,4E0065007400530065007400750070005300760063002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Network Setup Service,,,running,,,,,,,,,,,,,
2025-06-08T20:34:24.452499Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.pirate.htb,Service Control Manager,System,1942,4,,,,,,,7300700070007300760063002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Software Protection,,,running,,,,,,,,,,,,,
2025-06-08T20:34:57.607268Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.pirate.htb,Service Control Manager,System,1943,4,,,,,,,7300700070007300760063002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Software Protection,,,stopped,,,,,,,,,,,,,
2025-06-08T20:35:24.580352Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.pirate.htb,Service Control Manager,System,1944,4,,,,,,,4E0065007400530065007400750070005300760063002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Network Setup Service,,,stopped,,,,,,,,,,,,,
2025-06-08T20:35:37.781202Z,234,DC01.pirate.htb,Microsoft-Windows-Hyper-V-VmSwitch,System,1945,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6D41DBBA-7239-49AA-838D-21B7E31BBA14--44CADE70-D707-4E9E-978A-ED2E85E23C94,74,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T20:35:37.781767Z,233,DC01.pirate.htb,Microsoft-Windows-Hyper-V-VmSwitch,System,1946,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Network Adapter,15,6D41DBBA-7239-49AA-838D-21B7E31BBA14--44CADE70-D707-4E9E-978A-ED2E85E23C94,74,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T20:35:37.818873Z,233,DC01.pirate.htb,Microsoft-Windows-Hyper-V-VmSwitch,System,1947,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6D41DBBA-7239-49AA-838D-21B7E31BBA14--44CADE70-D707-4E9E-978A-ED2E85E23C94,74,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T20:35:37.819720Z,232,DC01.pirate.htb,Microsoft-Windows-Hyper-V-VmSwitch,System,1948,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Network Adapter,15,6D41DBBA-7239-49AA-838D-21B7E31BBA14--44CADE70-D707-4E9E-978A-ED2E85E23C94,74,,,,,,,,,,,,,,,,,,,,,,,,Dynamic Ethernet Switch Port,28,13DFA5BC-918D-4A72-BAC1-85BCAE11BFA2,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switch01,8,B69D6086-2229-404B-A5B3-2AFCA7E1C7E8,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T20:35:50.400264Z,102,DC01.pirate.htb,Microsoft-Windows-Hyper-V-VmSwitch,System,1949,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6D41DBBA-7239-49AA-838D-21B7E31BBA14,36,WEB01,5,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T20:39:56.960083Z,234,DC01.pirate.htb,Microsoft-Windows-Hyper-V-VmSwitch,System,1950,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6D41DBBA-7239-49AA-838D-21B7E31BBA14--44CADE70-D707-4E9E-978A-ED2E85E23C94,74,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T20:39:56.963539Z,233,DC01.pirate.htb,Microsoft-Windows-Hyper-V-VmSwitch,System,1951,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Network Adapter,15,6D41DBBA-7239-49AA-838D-21B7E31BBA14--44CADE70-D707-4E9E-978A-ED2E85E23C94,74,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T20:39:56.998096Z,233,DC01.pirate.htb,Microsoft-Windows-Hyper-V-VmSwitch,System,1952,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6D41DBBA-7239-49AA-838D-21B7E31BBA14--44CADE70-D707-4E9E-978A-ED2E85E23C94,74,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T20:39:56.998774Z,232,DC01.pirate.htb,Microsoft-Windows-Hyper-V-VmSwitch,System,1953,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Network Adapter,15,6D41DBBA-7239-49AA-838D-21B7E31BBA14--44CADE70-D707-4E9E-978A-ED2E85E23C94,74,,,,,,,,,,,,,,,,,,,,,,,,Dynamic Ethernet Switch Port,28,13DFA5BC-918D-4A72-BAC1-85BCAE11BFA2,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switch01,8,B69D6086-2229-404B-A5B3-2AFCA7E1C7E8,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T20:40:05.634501Z,102,DC01.pirate.htb,Microsoft-Windows-Hyper-V-VmSwitch,System,1954,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6D41DBBA-7239-49AA-838D-21B7E31BBA14,36,WEB01,5,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T20:43:34.854064Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.pirate.htb,Service Control Manager,System,1955,4,,,,,,,7300700070007300760063002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Software Protection,,,running,,,,,,,,,,,,,
2025-06-08T20:43:51.582670Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.pirate.htb,Service Control Manager,System,1956,4,,,,,,,4E0065007400530065007400750070005300760063002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Network Setup Service,,,running,,,,,,,,,,,,,
2025-06-08T20:51:03.612297Z,"{'#attributes': {'Qualifiers': 16896}, '#text': 4}",DC01.pirate.htb,Virtual Disk Service,System,1957,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,@2010001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T20:51:02.927667Z,1,DC01.pirate.htb,Microsoft-Windows-Kernel-General,System,1958,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-08T20:51:02.926000Z,,,,,,,,,,,,,,,,,,,,,2025-06-08T20:43:55.244793Z,,,,,,,,,,,,,3236,\Device\HarddiskVolume4\Program Files\VMware\VMware Tools\vmtoolsd.exe,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T20:51:03.590301Z,16654,DC01.pirate.htb,Microsoft-Windows-Directory-Services-SAM,System,1959,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMMSG_RID_POOL_INVALIDATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T20:51:03.592239Z,16647,DC01.pirate.htb,Microsoft-Windows-Directory-Services-SAM,System,1960,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMMSG_REQUESTING_NEW_RID_POOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T20:51:03.592945Z,16648,DC01.pirate.htb,Microsoft-Windows-Directory-Services-SAM,System,1961,4,,,,,,,00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMMSG_RID_REQUEST_STATUS_SUCCESS,,,,,,,,,,,,,,,,,,,,
2025-06-08T20:51:03.612297Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.pirate.htb,Service Control Manager,System,1962,4,,,,,,,7600640073002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Virtual Disk,,,stopped,,,,,,,,,,,,,
2025-06-08T20:51:04.712591Z,"{'#attributes': {'Qualifiers': 16896}, '#text': 3}",DC01.pirate.htb,Virtual Disk Service,System,1963,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,@2010005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T20:51:04.040947Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.pirate.htb,Service Control Manager,System,1964,4,,,,,,,44004600530052002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFS Replication,,,stopped,,,,,,,,,,,,,
