TimeGenerated,EventID,Computer,Provider,Channel,RecordID,Level,AccountName,Address,AddressLength,AppPoolID,BackupPath,Binary,BitlockerUserInputTime,BootMenuPolicy,BootMode,BootStatusPolicy,BootType,BuildVersion,ChannelPath,Config,ConfigurationReader,CorruptionActionState,CountNew,CountOld,CurrentBias,CurrentTimeZoneID,DCName,Data_text,Data_text_0,Data_text_1,Data_text_2,Data_text_3,Data_text_4,Data_text_5,Data_text_6,Default SD String:,DeviceName,DeviceNameLength,DeviceObject,DeviceTime,DeviceVersionMajor,DeviceVersionMinor,DirtyPages,Domain,DriveName,DwordVal,EfiDaylightFlags,EfiTime,EfiTimeZoneBias,EnableDisableReason,EnabledNew,EntryCount,Error,ErrorCode,ErrorMessage,ExitReason,FailureReason,FinalStatus,FirstRefresh,Group,HiveName,HiveNameLength,IdleImplementation,IdleStateCount,ImagePath,IsTestConfig,KeysUpdated,LastBootGood,LastBootId,LastShutdownGood,LoadOptions,MajorVersion,MaximumPerformancePercent,MinimumPasswordLength,MinimumPasswordLengthAudit,MinimumPerformancePercent,MinimumThrottlePercent,MinorVersion,Minutes,Name,NewSchemeGuid,NewSize,NewTime,NextUpdate,NominalFrequency,Number,NumberOfGroupPolicyObjects,OCSPResponderURL,OldSchemeGuid,OldTime,OriginalSize,PerformanceImplementation,ProcessID,ProcessName,ProcessPath,ProcessPid,ProcessingMode,ProcessingTimeInMilliseconds,Protocol,QfeVersion,QueryName,Reason,RelaxMinimumPasswordLengthLimits,RunningMode,ServiceName,ServiceType,ServiceVersion,ShutdownActionType,ShutdownEventCode,ShutdownReason,StartTime,StartType,State,Status,StopTime,SubjectDomainName,SubjectUserName,SupportInfo1,SupportInfo2,TSId,Target,ThisUpdate,TimeZoneInfoCacheUpdated,Type,UpdateReason,Url,UserName,UserSid,Username,VsmPolicy,attributes_Name,attributes_xmlns,error,errorCode,param1,param10,param11,param2,param3,param4,param5,param6,param7,param8,param9,serviceGuid,spn1,spn2,updateGuid,updateRevisionNumber,updateTitle
2026-05-29T19:29:41.078342Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10892,4,,,,,,63006200640068007300760063005F00380035006200610039002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clipboard User Service_85ba9,,,running,,,,,,,,,,,,,
2026-05-29T19:29:55.568002Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10893,4,,,,,,65006400670065007500700064006100740065002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft Edge Update Service (edgeupdate),,,stopped,,,,,,,,,,,,,
2026-05-29T19:30:08.600911Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10894,4,,,,,,7300700070007300760063002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Software Protection,,,stopped,,,,,,,,,,,,,
2026-05-29T19:30:09.842199Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10895,4,,,,,,76006D007600730073002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VMware Snapshot Provider,,,stopped,,,,,,,,,,,,,
2026-05-29T19:30:09.879619Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10896,4,,,,,,5600530053002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Volume Shadow Copy,,,stopped,,,,,,,,,,,,,
2026-05-29T19:30:10.042529Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10897,4,,,,,,57005000440042007500730045006E0075006D002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portable Device Enumerator Service,,,stopped,,,,,,,,,,,,,
2026-05-29T19:30:40.972742Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10898,4,,,,,,57006100610053004D0065006400690063005300760063002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows Update Medic Service,,,stopped,,,,,,,,,,,,,
2026-05-29T19:32:00.424587Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10899,4,,,,,,57006100610053004D0065006400690063005300760063002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows Update Medic Service,,,running,,,,,,,,,,,,,
2026-05-29T19:32:00.705071Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10900,4,,,,,,7300700070007300760063002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Software Protection,,,running,,,,,,,,,,,,,
2026-05-29T19:32:11.517561Z,"{'#attributes': {'Qualifiers': 7}, '#text': 10149}",dc.scaffold.htb,Microsoft-Windows-WinRM,System,10901,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stopped Listening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-29T19:32:10.486699Z,"{'#attributes': {'Qualifiers': 32768}, '#text': 1074}",dc.scaffold.htb,User32,System,10902,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Windows\System32\RuntimeBroker.exe (DC),,,DC,Other (Unplanned),0x5000000,power off,,SCAFFOLD\Administrator,,,,,,,,
2026-05-29T19:32:11.111673Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10903,4,,,,,,63006200640068007300760063005F00380035006200610039002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clipboard User Service_85ba9,,,stopped,,,,,,,,,,,,,
2026-05-29T19:32:11.126968Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10904,4,,,,,,570070006E00550073006500720053006500720076006900630065005F00380035006200610039002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows Push Notifications User Service_85ba9,,,stopped,,,,,,,,,,,,,
2026-05-29T19:32:11.126968Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10905,4,,,,,,43004400500055007300650072005300760063005F00380035006200610039002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Connected Devices Platform User Service_85ba9,,,stopped,,,,,,,,,,,,,
2026-05-29T19:32:11.314380Z,7002,dc.scaffold.htb,Microsoft-Windows-Winlogon,System,10906,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,S-1-5-21-365932789-2848835602-3476675013-500,,,,,,,,,,,,,,,,,,,,,,,
2026-05-29T19:32:11.330178Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10907,4,,,,,,670070007300760063002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group Policy Client,,,stopped,,,,,,,,,,,,,
2026-05-29T19:32:11.361695Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10908,4,,,,,,41007A0075007200650041007400740065007300740053006500720076006900630065002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AzureAttestService,,,stopped,,,,,,,,,,,,,
2026-05-29T19:32:11.361695Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10909,4,,,,,,530065006300750072006900740079004800650061006C007400680053006500720076006900630065002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows Security Service,,,stopped,,,,,,,,,,,,,
2026-05-29T19:32:11.393094Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10910,4,,,,,,56004D0054006F006F006C0073002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VMware Tools,,,stopped,,,,,,,,,,,,,
2026-05-29T19:32:11.393094Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10911,4,,,,,,550041004C005300560043002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,User Access Logging Service,,,stopped,,,,,,,,,,,,,
2026-05-29T19:32:11.408241Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10912,4,,,,,,44006F005300760063002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delivery Optimization,,,stopped,,,,,,,,,,,,,
2026-05-29T19:32:11.423953Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10913,4,,,,,,42004900540053002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Background Intelligent Transfer Service,,,stopped,,,,,,,,,,,,,
2026-05-29T19:32:11.423953Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10914,4,,,,,,770075006100750073006500720076002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows Update,,,stopped,,,,,,,,,,,,,
2026-05-29T19:32:11.423953Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10915,4,,,,,,440069006100670054007200610063006B002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Connected User Experiences and Telemetry,,,stopped,,,,,,,,,,,,,
2026-05-29T19:32:11.501943Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10916,4,,,,,,570064006900530079007300740065006D0048006F00730074002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diagnostic System Host,,,stopped,,,,,,,,,,,,,
2026-05-29T19:32:11.501943Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10917,4,,,,,,630061006D007300760063002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capability Access Manager Service,,,stopped,,,,,,,,,,,,,
2026-05-29T19:32:11.501943Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10918,4,,,,,,43006C00690070005300560043002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client License Service (ClipSVC),,,stopped,,,,,,,,,,,,,
2026-05-29T19:32:11.501943Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10919,4,,,,,,41007000700058005300760063002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AppX Deployment Service (AppXSVC),,,stopped,,,,,,,,,,,,,
2026-05-29T19:32:11.501943Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10920,4,,,,,,7300700070007300760063002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Software Protection,,,stopped,,,,,,,,,,,,,
2026-05-29T19:32:11.501943Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10921,4,,,,,,57006100610053004D0065006400690063005300760063002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows Update Medic Service,,,stopped,,,,,,,,,,,,,
2026-05-29T19:32:11.501943Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10922,4,,,,,,5000630061005300760063002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Program Compatibility Assistant Service,,,stopped,,,,,,,,,,,,,
2026-05-29T19:32:11.517561Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10923,4,,,,,,530051004C00540045004C0045004D0045005400520059002400530051004C0045005800500052004500530053002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server CEIP service (SQLEXPRESS),,,stopped,,,,,,,,,,,,,
2026-05-29T19:32:11.517561Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10924,4,,,,,,41004400570053002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active Directory Web Services,,,stopped,,,,,,,,,,,,,
2026-05-29T19:32:11.517561Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10925,4,,,,,,570069006E006D0067006D0074002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows Management Instrumentation,,,stopped,,,,,,,,,,,,,
2026-05-29T19:32:11.517561Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10926,4,,,,,,57004C004D0053002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows Licensing Monitoring Service,,,stopped,,,,,,,,,,,,,
2026-05-29T19:32:11.517561Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10927,4,,,,,,570033005300560043002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,World Wide Web Publishing Service,,,stopped,,,,,,,,,,,,,
2026-05-29T19:32:11.517561Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10928,4,,,,,,4D00440054005F004D006F006E00690074006F0072002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft Deployment Toolkit Monitor Service,,,stopped,,,,,,,,,,,,,
2026-05-29T19:32:11.517561Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10929,4,,,,,,5300790073004D00610069006E002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SysMain,,,stopped,,,,,,,,,,,,,
2026-05-29T19:32:11.517561Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10930,4,,,,,,4D0053004400540043002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Distributed Transaction Coordinator,,,stopped,,,,,,,,,,,,,
2026-05-29T19:32:11.533320Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10931,4,,,,,,53007300740070005300760063002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure Socket Tunneling Protocol Service,,,stopped,,,,,,,,,,,,,
2026-05-29T19:32:11.533320Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10932,4,,,,,,530074006100740065005200650070006F007300690074006F00720079002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Repository Service,,,stopped,,,,,,,,,,,,,
2026-05-29T19:32:11.533320Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10933,4,,,,,,50006F006C006900630079004100670065006E0074002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IPsec Policy Agent,,,stopped,,,,,,,,,,,,,
2026-05-29T19:32:11.595854Z,"{'#attributes': {'Qualifiers': 32768}, '#text': 6006}",dc.scaffold.htb,EventLog,System,10934,4,,,,,,0100000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-29T19:32:11.548826Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10935,4,,,,,,46006F006E007400430061006300680065002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows Font Cache Service,,,stopped,,,,,,,,,,,,,
2026-05-29T19:32:11.548826Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10936,4,,,,,,490073006D0053006500720076002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intersite Messaging,,,stopped,,,,,,,,,,,,,
2026-05-29T19:32:11.564077Z,50104,dc.scaffold.htb,Microsoft-Windows-Dhcp-Client,System,10937,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-29T19:32:11.564142Z,50105,dc.scaffold.htb,Microsoft-Windows-Dhcp-Client,System,10938,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-29T19:32:11.564646Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10939,4,,,,,,570033003200540069006D0065002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows Time,,,stopped,,,,,,,,,,,,,
2026-05-29T19:32:11.564646Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10940,4,,,,,,50006C007500670050006C00610079002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plug and Play,,,stopped,,,,,,,,,,,,,
2026-05-29T19:32:11.595854Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10941,4,,,,,,500072006F0066005300760063002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,User Profile Service,,,stopped,,,,,,,,,,,,,
2026-05-29T19:32:11.595854Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10942,4,,,,,,7600640073002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Virtual Disk,,,stopped,,,,,,,,,,,,,
2026-05-29T19:32:11.608005Z,51047,dc.scaffold.htb,Microsoft-Windows-DHCPv6-Client,System,10943,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
